Cust_num,Region,Age,Order_Quantity,Customer_Type,Improvement_Area,Overall_Satisfaction
5132,WEST,21,83,Prime,Packing & Shipping,1
5133,WEST,45,11,Non_Prime,Product Quality,0
5134,WEST,40,26,Prime,Packing & Shipping,0
5135,WEST,37,32,Non_Prime,Packing & Shipping,0
5136,NORTH,51,39,Prime,Product Quality,0
5137,SOUTH,22,52,Prime,Website UI,1
5138,NORTH,34,32,Non_Prime,Product Quality,0
5139,WEST,40,9,Prime,Product Quality,0
5140,WEST,38,42,Prime,Packing & Shipping,1
5141,NORTH,70,32,Prime,Packing & Shipping,0
5142,WEST,44,35,Prime,Website UI,0
5143,WEST,58,29,Prime,Product Quality,0
5144,NORTH,35,59,Prime,Packing & Shipping,1
5145,NORTH,52,7,Prime,Website UI,0
5146,WEST,49,40,Non_Prime,Website UI,0
5147,WEST,25,60,Non_Prime,Product Quality,1
5148,SOUTH,19,67,Prime,Website UI,1
5149,WEST,48,7,Non_Prime,Packing & Shipping,0
5150,EAST,59,37,Prime,Packing & Shipping,0
5151,EAST,41,80,Prime,Product Quality,1
5152,WEST,67,16,Non_Prime,Product Quality,0
5153,NORTH,39,64,Prime,Product Quality,1
5154,WEST,60,16,Prime,Website UI,0
5155,NORTH,49,23,Prime,Packing & Shipping,0
5156,NORTH,39,16,Non_Prime,Website UI,0
5157,SOUTH,37,94,Prime,Product Quality,1
5158,EAST,64,33,Non_Prime,Website UI,0
5159,SOUTH,30,60,Prime,Packing & Shipping,1
5160,WEST,31,41,Prime,Website UI,1
5161,EAST,33,21,Prime,Product Quality,0
5162,EAST,22,64,Prime,Product Quality,1
5163,SOUTH,60,34,Non_Prime,Product Quality,0
5164,NORTH,31,30,Non_Prime,Product Quality,0
5165,EAST,37,76,Prime,Product Quality,1
5166,SOUTH,18,42,Non_Prime,Product Quality,1
5167,WEST,40,79,Prime,Product Quality,1
5168,NORTH,58,33,Prime,Website UI,0
5169,WEST,51,32,Non_Prime,Website UI,0
5170,SOUTH,42,28,Non_Prime,Product Quality,0
5171,NORTH,54,30,Non_Prime,Product Quality,0
5172,EAST,31,28,Non_Prime,Packing & Shipping,0
5173,NORTH,37,50,Prime,Website UI,1
5174,EAST,38,35,Prime,Website UI,1
5175,SOUTH,27,87,Prime,Website UI,1
5176,WEST,55,31,Non_Prime,Product Quality,0
5177,SOUTH,40,72,Prime,Packing & Shipping,1
5178,WEST,35,73,Prime,Website UI,1
5179,WEST,63,32,Prime,Product Quality,0
5180,NORTH,33,15,Non_Prime,Product Quality,0
5181,SOUTH,45,22,Non_Prime,Product Quality,0
5182,WEST,50,26,Non_Prime,Website UI,0
5183,EAST,23,95,Non_Prime,Website UI,1
5184,NORTH,29,35,Non_Prime,Packing & Shipping,1
5185,NORTH,40,8,Non_Prime,Product Quality,0
5186,SOUTH,40,28,Prime,Product Quality,0
5187,WEST,47,22,Prime,Product Quality,0
5188,NORTH,40,100,Prime,Website UI,1
5189,SOUTH,40,18,Prime,Product Quality,0
5190,SOUTH,39,10,Non_Prime,Packing & Shipping,0
5191,WEST,65,28,Non_Prime,Product Quality,0
5192,WEST,21,97,Prime,Product Quality,1
5193,WEST,23,81,Non_Prime,Packing & Shipping,1
5194,SOUTH,69,33,Prime,Product Quality,0
5195,NORTH,40,16,Prime,Website UI,0
5196,NORTH,67,32,Prime,Website UI,0
5197,SOUTH,52,14,Prime,Packing & Shipping,0
5198,EAST,42,19,Non_Prime,Packing & Shipping,0
5199,NORTH,30,9,Non_Prime,Product Quality,0
5200,WEST,62,35,Prime,Packing & Shipping,0
5201,WEST,53,10,Prime,Packing & Shipping,0
5202,SOUTH,30,36,Non_Prime,Website UI,0
5203,WEST,65,20,Prime,Website UI,0
5204,WEST,19,35,Prime,Product Quality,1
5205,NORTH,37,31,Prime,Website UI,1
5206,SOUTH,28,31,Prime,Packing & Shipping,1
5207,NORTH,66,28,Prime,Product Quality,0
5208,NORTH,43,68,Prime,Product Quality,1
5209,WEST,33,21,Prime,Product Quality,0
5210,WEST,35,31,Prime,Website UI,0
5211,WEST,35,33,Prime,Website UI,1
5212,SOUTH,43,45,Prime,Packing & Shipping,1
5213,NORTH,55,11,Non_Prime,Website UI,0
5214,NORTH,43,31,Prime,Product Quality,1
5215,SOUTH,40,61,Prime,Website UI,1
5216,NORTH,34,71,Prime,Product Quality,1
5217,WEST,61,40,Non_Prime,Product Quality,0
5218,WEST,19,76,Prime,Packing & Shipping,1
5219,NORTH,45,36,Prime,Website UI,0
5220,WEST,60,17,Prime,Website UI,0
5221,EAST,24,31,Prime,Packing & Shipping,1
5222,WEST,55,39,Non_Prime,Product Quality,0
5223,NORTH,62,36,Non_Prime,Website UI,0
5224,NORTH,45,34,Prime,Product Quality,0
5225,EAST,38,31,Non_Prime,Product Quality,0
5226,SOUTH,49,21,Non_Prime,Product Quality,0
5227,NORTH,55,21,Non_Prime,Website UI,0
5228,WEST,25,85,Non_Prime,Packing & Shipping,1
5229,WEST,41,42,Prime,Product Quality,1
5230,NORTH,37,20,Non_Prime,Product Quality,0
5231,NORTH,53,31,Prime,Packing & Shipping,0
5232,SOUTH,37,63,Prime,Packing & Shipping,1
5233,NORTH,43,87,Non_Prime,Product Quality,1
5234,WEST,43,76,Prime,Website UI,1
5235,SOUTH,26,67,Prime,Website UI,1
5236,SOUTH,38,18,Prime,Website UI,0
5237,NORTH,43,26,Prime,Product Quality,0
5238,WEST,39,19,Non_Prime,Product Quality,0
5239,SOUTH,50,29,Prime,Website UI,0
5240,SOUTH,64,16,Non_Prime,Website UI,0
5241,EAST,29,91,Prime,Packing & Shipping,1
5242,SOUTH,64,18,Non_Prime,Product Quality,0
5243,EAST,32,99,Prime,Packing & Shipping,1
5244,NORTH,34,32,Non_Prime,Product Quality,0
5245,EAST,42,45,Prime,Product Quality,1
5246,SOUTH,60,39,Prime,Website UI,0
5247,SOUTH,22,58,Prime,Website UI,1
5248,EAST,38,56,Prime,Packing & Shipping,1
5249,WEST,44,86,Prime,Website UI,1
5250,NORTH,36,92,Prime,Packing & Shipping,1
5251,NORTH,66,21,Prime,Website UI,0
5252,SOUTH,33,22,Prime,Packing & Shipping,0
5253,EAST,44,59,Non_Prime,Website UI,1
5254,NORTH,44,41,Prime,Website UI,1
5255,NORTH,43,18,Non_Prime,Website UI,0
5256,SOUTH,40,41,Prime,Product Quality,1
5257,WEST,38,35,Non_Prime,Website UI,0
5258,WEST,61,19,Prime,Packing & Shipping,0
5259,EAST,63,35,Prime,Packing & Shipping,0
5260,SOUTH,50,33,Prime,Product Quality,0
5261,NORTH,35,31,Prime,Product Quality,0
5262,WEST,23,82,Prime,Product Quality,1
5263,SOUTH,45,89,Prime,Product Quality,1
5264,NORTH,34,40,Prime,Product Quality,1
5265,WEST,45,22,Prime,Packing & Shipping,0
5266,WEST,64,8,Non_Prime,Packing & Shipping,0
5267,EAST,27,96,Prime,Packing & Shipping,1
5268,WEST,32,7,Prime,Product Quality,0
5269,EAST,41,16,Non_Prime,Packing & Shipping,0
5270,EAST,40,68,Prime,Website UI,1
5271,SOUTH,62,28,Non_Prime,Packing & Shipping,0
5272,NORTH,29,77,Prime,Packing & Shipping,1
5273,WEST,61,22,Prime,Packing & Shipping,0
5274,NORTH,20,63,Prime,Website UI,1
5275,NORTH,36,33,Prime,Website UI,1
5276,EAST,51,25,Prime,Website UI,0
5277,WEST,70,28,Non_Prime,Website UI,0
5278,NORTH,51,15,Prime,Website UI,0
5279,NORTH,50,34,Non_Prime,Packing & Shipping,0
5280,SOUTH,18,99,Prime,Packing & Shipping,1
5281,WEST,66,28,Non_Prime,Product Quality,0
5282,EAST,40,66,Non_Prime,Website UI,1
5283,NORTH,65,25,Non_Prime,Product Quality,0
5284,NORTH,21,51,Prime,Product Quality,1
5285,SOUTH,38,94,Prime,Product Quality,1
5286,WEST,18,30,Prime,Product Quality,1
5287,WEST,43,34,Prime,Website UI,1
5288,NORTH,31,14,Prime,Product Quality,0
5289,WEST,22,61,Non_Prime,Product Quality,1
5290,NORTH,18,60,Non_Prime,Website UI,1
5291,SOUTH,61,15,Non_Prime,Product Quality,0
5292,NORTH,42,8,Non_Prime,Packing & Shipping,0
5293,SOUTH,70,19,Non_Prime,Product Quality,0
5294,SOUTH,31,85,Non_Prime,Website UI,1
5295,WEST,31,38,Non_Prime,Packing & Shipping,0
5296,EAST,22,54,Prime,Packing & Shipping,1
5297,WEST,37,82,Prime,Website UI,1
5298,SOUTH,19,71,Prime,Website UI,1
5299,SOUTH,44,57,Prime,Website UI,1
5300,NORTH,65,20,Non_Prime,Website UI,0
5301,NORTH,70,26,Prime,Packing & Shipping,0
5302,WEST,59,10,Non_Prime,Website UI,0
5303,NORTH,22,90,Non_Prime,Packing & Shipping,1
5304,EAST,33,29,Non_Prime,Website UI,0
5305,WEST,36,5,Non_Prime,Packing & Shipping,0
5306,WEST,47,35,Prime,Website UI,0
5307,WEST,56,24,Non_Prime,Product Quality,0
5308,WEST,21,46,Prime,Website UI,1
5309,SOUTH,23,100,Prime,Packing & Shipping,1
5310,EAST,21,62,Prime,Product Quality,1
5311,NORTH,36,60,Prime,Product Quality,1
5312,WEST,22,91,Prime,Website UI,1
5313,SOUTH,21,93,Non_Prime,Website UI,1
5314,NORTH,66,18,Non_Prime,Website UI,0
5315,WEST,37,30,Prime,Website UI,1
5316,WEST,37,15,Prime,Packing & Shipping,0
5317,SOUTH,43,67,Prime,Packing & Shipping,1
5318,EAST,39,21,Prime,Product Quality,0
5319,EAST,24,40,Non_Prime,Product Quality,1
5320,SOUTH,29,48,Prime,Packing & Shipping,1
5321,SOUTH,18,48,Non_Prime,Product Quality,1
5322,EAST,33,75,Prime,Product Quality,1
5323,NORTH,49,26,Non_Prime,Website UI,0
5324,WEST,44,8,Non_Prime,Packing & Shipping,0
5325,SOUTH,30,65,Prime,Product Quality,1
5326,SOUTH,21,81,Prime,Packing & Shipping,1
5327,WEST,23,87,Prime,Website UI,1
5328,SOUTH,34,42,Prime,Product Quality,1
5329,SOUTH,29,81,Prime,Product Quality,1
5330,NORTH,19,46,Prime,Product Quality,1
5331,NORTH,19,56,Prime,Product Quality,1
5332,NORTH,53,28,Prime,Packing & Shipping,0
5333,NORTH,49,18,Non_Prime,Website UI,0
5334,WEST,56,29,Prime,Packing & Shipping,0
5335,SOUTH,54,16,Prime,Product Quality,0
5336,SOUTH,43,78,Prime,Product Quality,1
5337,WEST,29,32,Prime,Product Quality,1
5338,NORTH,58,27,Non_Prime,Website UI,0
5339,SOUTH,40,57,Prime,Website UI,1
5340,SOUTH,68,37,Prime,Product Quality,0
5341,NORTH,33,61,Prime,Packing & Shipping,1
5342,NORTH,38,11,Non_Prime,Product Quality,0
5343,SOUTH,42,65,Prime,Website UI,1
5344,WEST,23,55,Non_Prime,Packing & Shipping,1
5345,EAST,20,30,Prime,Packing & Shipping,1
5346,EAST,23,54,Prime,Website UI,1
5347,WEST,25,92,Prime,Website UI,1
5348,SOUTH,34,85,Prime,Packing & Shipping,1
5349,WEST,38,42,Non_Prime,Product Quality,1
5350,NORTH,46,7,Non_Prime,Packing & Shipping,0
5351,SOUTH,62,33,Prime,Website UI,0
5352,SOUTH,32,87,Prime,Product Quality,1
5353,SOUTH,36,59,Prime,Packing & Shipping,1
5354,NORTH,60,38,Non_Prime,Website UI,0
5355,NORTH,44,72,Non_Prime,Product Quality,1
5356,WEST,44,7,Prime,Packing & Shipping,0
5357,NORTH,58,30,Non_Prime,Website UI,0
5358,WEST,35,9,Non_Prime,Packing & Shipping,0
5359,NORTH,48,35,Non_Prime,Packing & Shipping,0
5360,SOUTH,42,29,Non_Prime,Product Quality,0
5361,EAST,57,22,Prime,Packing & Shipping,0
5362,SOUTH,34,38,Non_Prime,Product Quality,0
5363,EAST,65,32,Non_Prime,Product Quality,0
5364,WEST,65,7,Prime,Product Quality,0
5365,WEST,36,73,Prime,Product Quality,1
5366,NORTH,32,62,Prime,Product Quality,1
5367,WEST,37,83,Prime,Packing & Shipping,1
5368,NORTH,43,39,Prime,Product Quality,1
5369,SOUTH,56,16,Non_Prime,Website UI,0
5370,WEST,29,46,Prime,Product Quality,1
5371,SOUTH,51,19,Non_Prime,Packing & Shipping,0
5372,EAST,37,47,Prime,Product Quality,1
5373,WEST,67,5,Non_Prime,Packing & Shipping,0
5374,WEST,54,14,Prime,Website UI,0
5375,SOUTH,38,70,Non_Prime,Packing & Shipping,1
5376,WEST,42,83,Prime,Website UI,1
5377,NORTH,39,8,Prime,Website UI,0
5378,EAST,23,47,Prime,Website UI,1
5379,SOUTH,24,51,Prime,Product Quality,1
5380,NORTH,37,81,Prime,Product Quality,1
5381,WEST,25,63,Prime,Website UI,1
5382,SOUTH,26,87,Prime,Packing & Shipping,1
5383,WEST,26,43,Non_Prime,Packing & Shipping,1
5384,SOUTH,57,14,Non_Prime,Packing & Shipping,0
5385,SOUTH,41,97,Non_Prime,Packing & Shipping,1
5386,NORTH,23,71,Prime,Product Quality,1
5387,SOUTH,70,21,Non_Prime,Website UI,0
5388,NORTH,25,92,Prime,Website UI,1
5389,NORTH,37,58,Prime,Product Quality,1
5390,SOUTH,32,80,Prime,Website UI,1
5391,SOUTH,44,50,Prime,Packing & Shipping,1
5392,EAST,66,8,Prime,Product Quality,0
5393,NORTH,63,27,Non_Prime,Packing & Shipping,0
5394,WEST,31,67,Prime,Packing & Shipping,1
5395,NORTH,23,33,Non_Prime,Website UI,1
5396,WEST,51,11,Prime,Packing & Shipping,0
5397,NORTH,45,87,Non_Prime,Packing & Shipping,1
5398,NORTH,48,37,Non_Prime,Packing & Shipping,0
5399,WEST,44,82,Prime,Packing & Shipping,1
5400,NORTH,31,24,Non_Prime,Website UI,0
5401,WEST,32,33,Non_Prime,Packing & Shipping,0
5402,NORTH,53,30,Prime,Packing & Shipping,0
5403,SOUTH,26,48,Prime,Product Quality,1
5404,SOUTH,66,23,Non_Prime,Product Quality,0
5405,EAST,19,46,Prime,Product Quality,1
5406,NORTH,50,35,Prime,Product Quality,0
5407,NORTH,30,22,Non_Prime,Product Quality,0
5408,SOUTH,22,58,Prime,Website UI,1
5409,SOUTH,56,11,Prime,Product Quality,0
5410,SOUTH,40,62,Prime,Packing & Shipping,1
5411,NORTH,32,10,Non_Prime,Product Quality,0
5412,SOUTH,52,30,Prime,Packing & Shipping,0
5413,WEST,36,34,Prime,Product Quality,0
5414,WEST,45,94,Prime,Packing & Shipping,1
5415,WEST,42,99,Prime,Packing & Shipping,1
5416,EAST,23,92,Non_Prime,Website UI,1
5417,NORTH,25,33,Prime,Packing & Shipping,1
5418,WEST,20,60,Prime,Product Quality,1
5419,EAST,22,87,Prime,Product Quality,1
5420,WEST,39,35,Non_Prime,Website UI,0
5421,NORTH,68,5,Non_Prime,Product Quality,0
5422,SOUTH,40,36,Prime,Product Quality,1
5423,WEST,36,33,Non_Prime,Product Quality,0
5424,EAST,67,11,Prime,Product Quality,0
5425,NORTH,63,15,Non_Prime,Website UI,0
5426,SOUTH,36,57,Prime,Website UI,1
5427,NORTH,43,25,Non_Prime,Website UI,0
5428,WEST,42,13,Prime,Product Quality,0
5429,NORTH,41,20,Non_Prime,Product Quality,0
5430,SOUTH,69,17,Non_Prime,Website UI,0
5431,WEST,39,19,Non_Prime,Product Quality,0
5432,EAST,64,29,Non_Prime,Packing & Shipping,0
5433,WEST,52,8,Non_Prime,Product Quality,0
5434,EAST,39,74,Prime,Website UI,1
5435,NORTH,59,37,Non_Prime,Packing & Shipping,0
5436,EAST,45,98,Prime,Website UI,1
5437,WEST,57,7,Non_Prime,Product Quality,0
5438,NORTH,55,26,Non_Prime,Packing & Shipping,0
5439,EAST,38,23,Prime,Packing & Shipping,0
5440,NORTH,39,14,Non_Prime,Website UI,0
5441,WEST,48,10,Non_Prime,Product Quality,0
5442,NORTH,62,9,Non_Prime,Packing & Shipping,0
5443,SOUTH,53,18,Non_Prime,Website UI,0
5444,EAST,38,29,Non_Prime,Website UI,0
5445,SOUTH,41,30,Non_Prime,Packing & Shipping,0
5446,SOUTH,66,34,Prime,Packing & Shipping,0
5447,NORTH,60,35,Non_Prime,Product Quality,0
5448,WEST,50,18,Non_Prime,Packing & Shipping,0
5449,WEST,53,31,Non_Prime,Website UI,0
5450,SOUTH,66,6,Non_Prime,Website UI,0
5451,WEST,59,36,Non_Prime,Website UI,0
5452,NORTH,31,96,Prime,Website UI,1
5453,EAST,35,24,Non_Prime,Product Quality,0
5454,WEST,30,32,Non_Prime,Packing & Shipping,0
5455,WEST,40,14,Non_Prime,Website UI,0
5456,EAST,41,16,Non_Prime,Packing & Shipping,0
5457,NORTH,22,88,Non_Prime,Packing & Shipping,1
5458,EAST,46,14,Non_Prime,Packing & Shipping,0
5459,WEST,43,33,Prime,Website UI,0
5460,SOUTH,23,56,Prime,Website UI,1
5461,SOUTH,45,20,Non_Prime,Product Quality,0
5462,NORTH,33,34,Prime,Website UI,0
5463,NORTH,64,26,Prime,Website UI,0
5464,SOUTH,19,88,Prime,Website UI,1
5465,EAST,38,97,Prime,Website UI,1
5466,WEST,34,72,Prime,Packing & Shipping,1
5467,NORTH,58,36,Non_Prime,Packing & Shipping,0
5468,EAST,22,31,Non_Prime,Packing & Shipping,1
5469,NORTH,33,76,Prime,Website UI,1
5470,NORTH,37,63,Prime,Product Quality,1
5471,NORTH,23,50,Prime,Website UI,1
5472,EAST,35,44,Prime,Packing & Shipping,1
5473,NORTH,21,54,Non_Prime,Website UI,1
5474,NORTH,44,18,Non_Prime,Product Quality,0
5475,SOUTH,33,73,Prime,Packing & Shipping,1
5476,NORTH,56,36,Non_Prime,Product Quality,0
5477,WEST,64,39,Non_Prime,Packing & Shipping,0
5478,WEST,51,36,Non_Prime,Website UI,0
5479,EAST,27,75,Non_Prime,Packing & Shipping,1
5480,EAST,26,58,Prime,Website UI,1
5481,NORTH,41,72,Prime,Website UI,1
5482,SOUTH,36,12,Prime,Packing & Shipping,0
5483,WEST,32,97,Prime,Packing & Shipping,1
5484,SOUTH,61,28,Non_Prime,Packing & Shipping,0
5485,NORTH,37,50,Prime,Website UI,1
5486,EAST,60,16,Prime,Packing & Shipping,0
5487,SOUTH,41,53,Prime,Website UI,1
5488,EAST,65,18,Prime,Website UI,0
5489,SOUTH,31,35,Prime,Packing & Shipping,1
5490,WEST,37,36,Non_Prime,Product Quality,0
5491,NORTH,19,40,Prime,Product Quality,1
5492,NORTH,66,40,Non_Prime,Website UI,0
5493,SOUTH,42,39,Prime,Packing & Shipping,1
5494,NORTH,41,26,Non_Prime,Packing & Shipping,0
5495,SOUTH,20,30,Prime,Packing & Shipping,1
5496,NORTH,27,75,Non_Prime,Packing & Shipping,1
5497,WEST,62,29,Prime,Product Quality,0
5498,WEST,30,35,Prime,Product Quality,1
5499,WEST,33,12,Non_Prime,Website UI,0
5500,SOUTH,45,57,Non_Prime,Website UI,1
5501,EAST,53,35,Non_Prime,Packing & Shipping,0
5502,WEST,38,25,Prime,Website UI,0
5503,WEST,31,25,Non_Prime,Packing & Shipping,0
5504,WEST,43,71,Prime,Product Quality,1
5505,SOUTH,31,81,Prime,Packing & Shipping,1
5506,SOUTH,56,18,Non_Prime,Product Quality,0
5507,SOUTH,28,46,Prime,Product Quality,1
5508,EAST,44,53,Non_Prime,Packing & Shipping,1
5509,WEST,40,32,Prime,Website UI,0
5510,WEST,30,54,Non_Prime,Packing & Shipping,1
5511,WEST,55,33,Non_Prime,Website UI,0
5512,NORTH,44,68,Non_Prime,Product Quality,1
5513,NORTH,51,26,Non_Prime,Website UI,0
5514,WEST,37,34,Prime,Product Quality,1
5515,NORTH,37,36,Prime,Product Quality,0
5516,EAST,25,86,Prime,Packing & Shipping,1
5517,NORTH,44,96,Prime,Product Quality,1
5518,WEST,32,38,Non_Prime,Website UI,0
5519,WEST,48,9,Non_Prime,Packing & Shipping,0
5520,NORTH,35,43,Prime,Website UI,1
5521,SOUTH,66,16,Prime,Website UI,0
5522,NORTH,34,17,Prime,Packing & Shipping,0
5523,SOUTH,53,37,Non_Prime,Website UI,0
5524,WEST,59,33,Prime,Product Quality,0
5525,NORTH,33,92,Prime,Website UI,1
5526,WEST,44,39,Prime,Product Quality,1
5527,SOUTH,59,19,Non_Prime,Website UI,0
5528,WEST,38,33,Prime,Website UI,1
5529,SOUTH,32,69,Prime,Packing & Shipping,1
5530,WEST,47,29,Prime,Packing & Shipping,0
5531,EAST,64,20,Non_Prime,Packing & Shipping,0
5532,NORTH,66,35,Prime,Website UI,0
5533,NORTH,45,77,Prime,Website UI,1
5534,SOUTH,26,78,Prime,Packing & Shipping,1
5535,EAST,34,31,Prime,Packing & Shipping,0
5536,SOUTH,38,93,Prime,Packing & Shipping,1
5537,NORTH,31,22,Prime,Packing & Shipping,0
5538,NORTH,49,20,Prime,Website UI,0
5539,WEST,22,92,Prime,Product Quality,1
5540,WEST,25,39,Prime,Packing & Shipping,1
5541,EAST,24,54,Prime,Product Quality,1
5542,NORTH,28,98,Prime,Packing & Shipping,1
5543,EAST,26,72,Prime,Packing & Shipping,1
5544,SOUTH,23,60,Prime,Product Quality,1
5545,SOUTH,51,18,Non_Prime,Product Quality,0
5546,SOUTH,40,55,Non_Prime,Packing & Shipping,1
5547,NORTH,61,32,Prime,Packing & Shipping,0
5548,NORTH,43,55,Prime,Packing & Shipping,1
5549,NORTH,63,37,Non_Prime,Website UI,0
5550,SOUTH,52,34,Non_Prime,Website UI,0
5551,SOUTH,33,35,Non_Prime,Packing & Shipping,0
5552,EAST,39,6,Non_Prime,Website UI,0
5553,EAST,30,59,Prime,Packing & Shipping,1
5554,WEST,22,57,Non_Prime,Website UI,1
5555,SOUTH,36,32,Prime,Website UI,0
5556,WEST,47,32,Non_Prime,Product Quality,0
5557,SOUTH,43,38,Non_Prime,Product Quality,1
5558,SOUTH,32,37,Non_Prime,Packing & Shipping,0
5559,SOUTH,19,80,Prime,Packing & Shipping,1
5560,WEST,25,35,Non_Prime,Website UI,1
5561,SOUTH,35,40,Prime,Packing & Shipping,0
5562,EAST,32,61,Prime,Packing & Shipping,1
5563,NORTH,42,47,Non_Prime,Packing & Shipping,1
5564,NORTH,29,84,Non_Prime,Packing & Shipping,1
5565,WEST,39,82,Prime,Website UI,1
5566,WEST,43,8,Prime,Packing & Shipping,0
5567,SOUTH,37,60,Prime,Packing & Shipping,1
5568,SOUTH,24,94,Non_Prime,Product Quality,1
5569,NORTH,29,67,Non_Prime,Website UI,1
5570,SOUTH,60,13,Non_Prime,Product Quality,0
5571,NORTH,64,39,Non_Prime,Website UI,0
5572,NORTH,58,18,Prime,Website UI,0
5573,EAST,29,86,Prime,Packing & Shipping,1
5574,WEST,23,100,Prime,Website UI,1
5575,SOUTH,25,55,Non_Prime,Packing & Shipping,1
5576,NORTH,35,18,Prime,Website UI,0
5577,SOUTH,19,33,Non_Prime,Product Quality,1
5578,WEST,66,32,Non_Prime,Website UI,0
5579,EAST,26,37,Prime,Product Quality,1
5580,EAST,70,6,Non_Prime,Product Quality,0
5581,SOUTH,55,20,Prime,Product Quality,0
5582,NORTH,43,41,Prime,Website UI,1
5583,NORTH,49,8,Non_Prime,Packing & Shipping,0
5584,NORTH,39,37,Non_Prime,Product Quality,0
5585,WEST,41,65,Non_Prime,Website UI,1
5586,EAST,32,87,Non_Prime,Website UI,1
5587,NORTH,26,82,Prime,Website UI,1
5588,NORTH,30,31,Prime,Packing & Shipping,1
5589,NORTH,47,31,Prime,Website UI,0
5590,SOUTH,28,57,Prime,Packing & Shipping,1
5591,WEST,41,31,Prime,Packing & Shipping,0
5592,SOUTH,48,13,Non_Prime,Website UI,0
5593,NORTH,56,31,Non_Prime,Website UI,0
5594,NORTH,24,76,Prime,Packing & Shipping,1
5595,WEST,67,17,Prime,Website UI,0
5596,NORTH,27,83,Non_Prime,Packing & Shipping,1
5597,WEST,35,34,Non_Prime,Packing & Shipping,0
5598,NORTH,27,96,Non_Prime,Website UI,1
5599,WEST,68,28,Non_Prime,Packing & Shipping,0
5600,SOUTH,30,34,Prime,Product Quality,0
5601,SOUTH,29,65,Prime,Packing & Shipping,1
5602,WEST,23,76,Prime,Product Quality,1
5603,NORTH,61,39,Prime,Website UI,0
5604,SOUTH,39,30,Non_Prime,Packing & Shipping,0
5605,EAST,45,96,Prime,Packing & Shipping,1
5606,NORTH,34,33,Non_Prime,Website UI,0
5607,WEST,34,20,Non_Prime,Product Quality,0
5608,NORTH,61,12,Non_Prime,Product Quality,0
5609,EAST,26,76,Prime,Packing & Shipping,1
5610,NORTH,32,33,Non_Prime,Website UI,0
5611,SOUTH,39,33,Non_Prime,Packing & Shipping,0
5612,SOUTH,21,75,Non_Prime,Packing & Shipping,1
5613,NORTH,36,22,Non_Prime,Website UI,0
5614,WEST,46,40,Prime,Packing & Shipping,0
5615,NORTH,30,32,Non_Prime,Website UI,0
5616,SOUTH,24,85,Prime,Product Quality,1
5617,WEST,42,61,Prime,Product Quality,1
5618,SOUTH,59,8,Prime,Product Quality,0
5619,EAST,26,51,Prime,Product Quality,1
5620,NORTH,24,79,Non_Prime,Product Quality,1
5621,SOUTH,64,11,Prime,Website UI,0
5622,NORTH,35,29,Prime,Website UI,0
5623,NORTH,52,7,Non_Prime,Website UI,0
5624,NORTH,63,8,Non_Prime,Packing & Shipping,0
5625,WEST,59,40,Non_Prime,Packing & Shipping,0
5626,EAST,65,22,Non_Prime,Website UI,0
5627,NORTH,39,17,Prime,Website UI,0
5628,NORTH,38,16,Prime,Website UI,0
5629,NORTH,30,13,Prime,Website UI,0
5630,SOUTH,39,5,Prime,Product Quality,0
5631,WEST,42,29,Prime,Packing & Shipping,0
5632,NORTH,34,27,Non_Prime,Product Quality,0
5633,WEST,43,76,Non_Prime,Website UI,1
5634,NORTH,32,44,Prime,Website UI,1
5635,WEST,41,89,Prime,Product Quality,1
5636,WEST,59,25,Prime,Packing & Shipping,0
5637,WEST,44,93,Prime,Packing & Shipping,1
5638,EAST,40,20,Non_Prime,Product Quality,0
5639,NORTH,54,37,Non_Prime,Website UI,0
5640,NORTH,28,59,Prime,Website UI,1
5641,SOUTH,44,31,Prime,Product Quality,1
5642,WEST,60,16,Prime,Product Quality,0
5643,SOUTH,29,85,Non_Prime,Product Quality,1
5644,SOUTH,25,49,Prime,Website UI,1
5645,SOUTH,70,7,Non_Prime,Product Quality,0
5646,SOUTH,25,78,Prime,Product Quality,1
5647,SOUTH,39,29,Non_Prime,Packing & Shipping,0
5648,NORTH,29,80,Prime,Product Quality,1
5649,SOUTH,52,23,Prime,Packing & Shipping,0
5650,WEST,32,24,Prime,Packing & Shipping,0
5651,SOUTH,38,33,Non_Prime,Product Quality,0
5652,NORTH,37,35,Prime,Packing & Shipping,1
5653,NORTH,39,29,Non_Prime,Product Quality,0
5654,SOUTH,22,100,Prime,Packing & Shipping,1
5655,EAST,19,96,Prime,Packing & Shipping,1
5656,SOUTH,33,27,Prime,Product Quality,0
5657,SOUTH,38,70,Prime,Packing & Shipping,1
5658,EAST,59,37,Non_Prime,Packing & Shipping,0
5659,NORTH,63,38,Prime,Product Quality,0
5660,WEST,54,25,Non_Prime,Website UI,0
5661,SOUTH,18,99,Prime,Product Quality,1
5662,SOUTH,65,25,Prime,Packing & Shipping,0
5663,NORTH,63,15,Prime,Website UI,0
5664,NORTH,21,45,Prime,Website UI,1
5665,WEST,31,50,Non_Prime,Product Quality,1
5666,SOUTH,35,94,Prime,Website UI,1
5667,WEST,39,91,Prime,Product Quality,1
5668,SOUTH,23,53,Prime,Product Quality,1
5669,NORTH,64,40,Prime,Product Quality,0
5670,WEST,42,58,Prime,Product Quality,1
5671,WEST,30,26,Non_Prime,Website UI,0
5672,NORTH,34,55,Prime,Website UI,1
5673,SOUTH,62,31,Non_Prime,Website UI,0
